t(s) theta(rad) dt dtheta
0	1.308996917	0.05	0.04
1.1	1.047197533	0.05	0.04
1.92	-0.663225104	0.05	0.04
3.1	0.209439507	0.05	0.04
4.33	0.820304734	0.05	0.04
4.94	-1.029744241	0.05	0.04
5.51	0.94247778	0.05	0.04
6	1.012290949	0.05	0.04
7.02	-0.907571196	0.05	0.04
8.08	-0.898844549	0.05	0.04
8.66	0.907571196	0.05	0.04
9.1	-0.855211319	0.05	0.04
9.68	0.829031381	0.05	0.04
10.17	-0.837758027	0.05	0.04
10.78	0.733038273	0.05	0.04
11.47	-0.139626338	0.05	0.04
11.8	0.663225104	0.05	0.04
12.25	-0.776671504	0.05	0.04
12.74	0.698131689	0.05	0.04
13.27	-0.715584981	0.05	0.04
13.84	0.698131689	0.05	0.04
14.38	-0.680678397	0.05	0.04
14.54	-0.15707963	0.05	0.04
14.78	0.645771812	0.05	0.04
16.33	-0.645771812	0.05	0.04
17.89	0.567231997	0.05	0.04
18.38	0.994837657	0.05	0.04
20.36	-0.541052059	0.05	0.04
20.98	0.523598767	0.05	0.04
21.96	0.523598767	0.05	0.04
22.49	-0.541052059	0.05	0.04
23.39	0.47123889	0.05	0.04
24.16	0.122173046	0.05	0.04
25.02	0.488692182	0.05	0.04
26.9	0.383972429	0.05	0.04
27.59	-0.488692182	0.05	0.04
28.09	0.436332306	0.05	0.04
29.56	-0.47123889	0.05	0.04
30.9	0.436332306	0.05	0.04
31.56	-0.427605659	0.05	0.04
32.05	0.427605659	0.05	0.04
33.48	-0.349065844	0.05	0.04
34.09	0.392699075	0.05	0.04
35.58	-0.418879013	0.05	0.04
36.68	0.375245783	0.05	0.04
38.11	0.375245783	0.05	0.04
39.21	0.349065844	0.05	0.04
40.7	0.340339198	0.05	0.04
41.66	-0.392699075	0.05	0.04
43.04	0.270526029	0.05	0.04
44.6	-0.375245783	0.05	0.04
46.19	0.357792491	0.05	0.04
48.16	0.349065844	0.05	0.04
49.27	0.322885906	0.05	0.04
50.78	-0.174532922	0.05	0.04
51.18	0.331612552	0.05	0.04
52.7	-0.174532922	0.05	0.04
53.35	0.270526029	0.05	0.04
54.25	0.349065844	0.05	0.04
55.59	-0.087266461	0.05	0.04
56.62	-0.200712861	0.05	0.04
57.68	-0.287979322	0.05	0.04
58.74	-0.331612552	0.05	0.04
60.09	0.069813169	0.05	0.04
62.99	-0.15707963	0.05	0.04
64.32	0.322885906	0.05	0.04
66.38	0.270526029	0.05	0.04
67.69	-0.174532922	0.05	0.04
69.65	-0.130899692	0.05	0.04
70.71	-0.200712861	0.05	0.04
71.81	-0.287979322	0.05	0.04
73	-0.15707963	0.05	0.04
74.43	0.235619445	0.05	0.04
77.09	-0.069813169	0.05	0.04
80.48	0.200712861	0.05	0.04
82.27	0.174532922	0.05	0.04
83.34	0.139626338	0.05	0.04
84.64	0	0.05	0.04
85.99	-0.226892799	0.05	0.04
89.67	-0.017453292	0.05	0.04
90.53	0.191986214	0.05	0.04
92.65	0.034906584	0.05	0.04
95.35	0.15707963	0.05	0.04
97.02	-0.200712861	0.05	0.04
98.04	-0.174532922	0.05	0.04
99.44	0.191986214	0.05	0.04
100.46	0.174532922	0.05	0.04
101.69	0.017453292	0.05	0.04
103.57	0.122173046	0.05	0.04
104.71	0	0.05	0.04
106.06	-0.15707963	0.05	0.04
108.18	-0.034906584	0.05	0.04
109.56	0.122173046	0.05	0.04
110.83	-0.130899692	0.05	0.04
113.16	-0.078539815	0.05	0.04
115.32	0.078539815	0.05	0.04
117.78	-0.043633231	0.05	0.04
118.88	-0.130899692	0.05	0.04
119.78	-0.043633231	0.05	0.04
121.09	-0.122173046	0.05	0.04
122.51	0.113446399	0.05	0.04
124.72	0	0.05	0.04
126.6	0.087266461	0.05	0.04
127.34	0.078539815	0.05	0.04
128.56	0.104719753	0.05	0.04
129.87	-0.104719753	0.05	0.04
131.09	-0.095993107	0.05	0.04
132.44	0.095993107	0.05	0.04
133.18	-0.034906584	0.05	0.04
134.16	-0.061086523	0.05	0.04
135.55	0.095993107	0.05	0.04
136.24	0	0.05	0.04
138.69	0.017453292	0.05	0.04
141.14	-0.052359877	0.05	0.04
141.92	-0.104719753	0.05	0.04
143.84	-0.052359877	0.05	0.04
145.39	0.061086523	0.05	0.04
146.66	0.034906584	0.05	0.04
147.6	0.043633231	0.05	0.04
148.58	0.052359877	0.05	0.04
149.68	0.017453292	0.05	0.04
151.19	0	0.05	0.04
152.54	0.069813169	0.05	0.04
153.19	-0.052359877	0.05	0.04
154.5	0.069813169	0.05	0.04
157.97	0.078539815	0.05	0.04
158.34	0.034906584	0.05	0.04
159.48	0.052359877	0.05	0.04
